prompt,category,subcategory,true_params,extracted_params,extracted_any,match_threshold,match_unit,match_subtype,match_value,correct
Detect social media conversations...,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""social media""}",,False,False,False,False,False,False
Did the conversation stay under 8 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Assess whether 13 messages was sufficient.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Was the 60 seconds response window honored?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 60, ""unit"": ""seconds""}","{""threshold"": 60.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Is 'retention' applied to this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""retention""}","{""subtype"": ""tag"", ""value"": ""retention""}",True,True,True,True,True,True
Assess whether the 21 min threshold was met.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 21, ""unit"": ""min""}","{""threshold"": 21.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the representative respond in less than 60 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 60, ""unit"": ""hrs""}","{""threshold"": 60.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Measure wheather the first response took less than 15 hours.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 15, ""unit"": ""hours""}","{""threshold"": 15.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the customer left hanging for more than 12 seconds?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 12, ""unit"": ""seconds""}","{""threshold"": 12.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Report whether 13 exchanges were exceeded.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Was there excessive back-and-forth?,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 19}",,False,False,False,False,False,False
Identify delays in agent response.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 21, ""unit"": ""hours""}",,False,False,False,False,False,False
Detect twitter conversations.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""twitter""}","{""subtype"": ""channel"", ""value"": ""twitter""}",True,True,True,True,True,True
Is this a SMS conversation?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""SMS""}","{""subtype"": ""channel"", ""value"": ""sms""}",True,True,True,True,True,True
Report whether 3 exchanges were exceeded.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 3}","{""threshold"": 3}",True,True,True,True,True,True
Was the cusotmer kept waiting beyond 29 hours,SYMBOLIC_TIME,time_moderate,"{""threshold"": 29, ""unit"": ""hours""}","{""threshold"": 29.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Highlight cases where 45 sec was not met.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 45, ""unit"": ""sec""}","{""threshold"": 45.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was it tagged 'duplicate'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""duplicate""}","{""subtype"": ""tag"", ""value"": ""duplicate""}",True,True,True,True,True,True
Count the number of agent responses and compare to 8.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Detect chat conversations.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""chat""}","{""subtype"": ""channel"", ""value"": ""chat""}",True,True,True,True,True,True
Examine if the reply count went above 13.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
assess conversation efficiency.,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 7}",,False,False,False,False,False,False
Detect if 'spam' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""spam""}","{""subtype"": ""tag"", ""value"": ""spam""}",True,True,True,True,True,True
Verify ticket has 'follow-up' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""follow-up""}","{""subtype"": ""tag"", ""value"": ""follow-up""}",True,True,True,True,True,True
Did the agent write more than 2 responses?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Is this a social media conversation?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""social media""}",,False,False,False,False,False,False
Did the customer get a fast response?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 12, ""unit"": ""hrs""}",,False,False,False,False,False,False
Did the agent take longer than 5 min to get back?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 5, ""unit"": ""min""}","{""threshold"": 5.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Examine if the reply count went above 12.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 12}","{""threshold"": 12}",True,True,True,True,True,True
Track conversations exceeding the 5 message mark.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 5}","{""threshold"": 5}",True,True,True,True,True,True
Confirm 'feedback' is present.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feedback""}","{""subtype"": ""tag"", ""value"": ""feedback""}",True,True,True,True,True,True
Check if channel is chat.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""chat""}","{""subtype"": ""channel"", ""value"": ""chat""}",True,True,True,True,True,True
Check if tagged as 'pending'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""pending""}","{""subtype"": ""tag"", ""value"": ""pending""}",True,True,True,True,True,True
Check if tagged as 'technical'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""technical""}","{""subtype"": ""tag"", ""value"": ""technical""}",True,True,True,True,True,True
Did the back-and-forth go past 2 exchanges?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Is this a SMS ticket?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""SMS""}","{""subtype"": ""channel"", ""value"": ""sms""}",True,True,True,True,True,True
Check if channel is web form.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""web form""}",,False,False,False,False,False,False
Confirm the reply was delivered within 12 sec.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 12, ""unit"": ""sec""}","{""threshold"": 12.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Verify ticket has 'retention' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""retention""}","{""subtype"": ""tag"", ""value"": ""retention""}",True,True,True,True,True,True
Measure if the total messages crossed 4.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 4}","{""threshold"": 4}",True,True,True,True,True,True
Flag tickets marked 'retention'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""retention""}","{""subtype"": ""tag"", ""value"": ""retention""}",True,True,True,True,True,True
Were 12 or more turns required to address this?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 12}","{""threshold"": 12}",True,True,True,True,True,True
Did the customer experience a long wait?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 21, ""unit"": ""hours""}",,False,False,False,False,False,False
Identify 'resolved' cases.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""resolved""}","{""subtype"": ""tag"", ""value"": ""resolved""}",True,True,True,True,True,True
Is this marked as 'follow-up'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""follow-up""}","{""subtype"": ""tag"", ""value"": ""follow-up""}",True,True,True,True,True,True
Catalog instances of 6 hours threshold violations.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 6, ""unit"": ""hours""}","{""threshold"": 6.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Confirm 'complaint' is present.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""complaint""}","{""subtype"": ""tag"", ""value"": ""complaint""}",True,True,True,True,True,True
Did the agent's response arrive in under 13 hours?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 13, ""unit"": ""hours""}","{""threshold"": 13.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Track if the turnaround time surpassed 10 min.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 10, ""unit"": ""min""}","{""threshold"": 10.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Identify poor response speed.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 11, ""unit"": ""hrs""}",,False,False,False,False,False,False
Was the conversation drawn out?,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 13}",,False,False,False,False,False,False
wvaluate response rimeliness.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 22, ""unit"": ""min""}",,False,False,False,False,False,False
Dod the cusromer and agent exxhamge over 25 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Count the number of agent responses and compare to 5.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 5}","{""threshold"": 5}",True,True,True,True,True,True
detect if 'feedback' label exists.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feedback""}","{""subtype"": ""tag"", ""value"": ""feedback""}",True,True,True,True,True,True
did this come through email?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""email""}","{""subtype"": ""channel"", ""value"": ""email""}",True,True,True,True,True,True
rxamine if the reply count went above 14.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Check if more than 15 turns occurred.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 15}","{""threshold"": 15}",True,True,True,True,True,True
Was the channel phone?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""phone""}","{""subtype"": ""channel"", ""value"": ""phone""}",True,True,True,True,True,True
Determine if the exchange surpassed 13 messages.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Detect conversations exceeding 6 exchanges.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Verify message count is under 7.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Ascertain whether 7 min was exceeded.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 7, ""unit"": ""min""}","{""threshold"": 7.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
verify ticket has 'feedback' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""feedback""}","{""subtype"": ""tag"", ""value"": ""feedback""}",True,True,True,True,True,True
Was the first reply prompt?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 5, ""unit"": ""hrs""}",,False,False,False,False,False,False
Check if the reply came within 16 sec.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 16, ""unit"": ""sec""}","{""threshold"": 16.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the conversation have more than 17 turns?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Did the agent need more than 13 attempts to address this?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Did more than 14 replies get sent by the agent?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Flag tickets marked 'complaint'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""complaint""}","{""subtype"": ""tag"", ""value"": ""complaint""}",True,True,True,True,True,True
Check for slow turnaround times.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 26, ""unit"": ""hrs""}",,False,False,False,False,False,False
Verify this came via SMS.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""SMS""}","{""subtype"": ""channel"", ""value"": ""sms""}",True,True,True,True,True,True
Confirm 'bug' is present.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""bug""}","{""subtype"": ""tag"", ""value"": ""bug""}",True,True,True,True,True,True
Flag tickets marked 'bug'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""bug""}","{""subtype"": ""tag"", ""value"": ""bug""}",True,True,True,True,True,True
Identify bloated threads.,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 16}",,False,False,False,False,False,False
Catalog instances of 11 minutes threshold violations.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 11, ""unit"": ""minutes""}","{""threshold"": 11.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this from SMS?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""SMS""}","{""subtype"": ""channel"", ""value"": ""sms""}",True,True,True,True,True,True
were more than 7 back-and-forth exchanges needed?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Validate that the conversation stayed under 15 turns.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 15}","{""threshold"": 15}",True,True,True,True,True,True
Is this marked as 'legal'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""legal""}","{""subtype"": ""tag"", ""value"": ""legal""}",True,True,True,True,True,True
Was the message count above 17?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Validate thqt yhe conversation stayrd undet 17 turns.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Did the customer wait too long?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 4, ""unit"": ""seconds""}",,False,False,False,False,False,False
Validate that the agent responded inside 60 hours.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 60, ""unit"": ""hours""}","{""threshold"": 60.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this an 'follow-up' case?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""follow-up""}","{""subtype"": ""tag"", ""value"": ""follow-up""}",True,True,True,True,True,True
Verify this came via chat...,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""chat""}","{""subtype"": ""channel"", ""value"": ""chat""}",True,True,True,True,True,True
Did solving the issue take more than 2 replies?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Did the total number of messages go above 25?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Verify this came via phone.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""phone""}","{""subtype"": ""channel"", ""value"": ""phone""}",True,True,True,True,True,True
Verify message count is under 25.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Was it tagged 'billing'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""billing""}","{""subtype"": ""tag"", ""value"": ""billing""}",True,True,True,True,True,True
Report whether 17 exchanges were exceeded.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 17}","{""threshold"": 17}",True,True,True,True,True,True
Detect SMS conversations.,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""SMS""}","{""subtype"": ""channel"", ""value"": ""sms""}",True,True,True,True,True,True
Is this a chat ticket?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""chat""}","{""subtype"": ""channel"", ""value"": ""chat""}",True,True,True,True,True,True
identify poor response speed.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 300, ""unit"": ""minutes""}",,False,False,False,False,False,False
Did the conversation have more than 6 turns?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 6}","{""threshold"": 6}",True,True,True,True,True,True
Note any slow agent replies.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 4, ""unit"": ""hours""}",,False,False,False,False,False,False
Did the customer have to wait more than 9 seconds for a reply?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 9, ""unit"": ""seconds""}","{""threshold"": 9.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Evaluate if resolved within 7 turns.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
