prompt,category,conversation_json,conversation_idx,ground_truth,ground_truth_source,scenario,params,actual_response_time_min,actual_count
Note if the response gap was wider than 28 hrs.,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""Urgent: data export is causing problems for our team."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I apologize for the inconvenience with data export. Let me investigate."", ""timestamp"": ""2025-01-16 00:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Applied workaround. Permanent fix in next release."", ""timestamp"": ""2025-01-16 00:00:11"", ""is_public"": false, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""OK, I'll try that."", ""timestamp"": ""2025-01-16 00:04:19.757266"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I'll close this ticket. Feel free to reopen if needed."", ""timestamp"": ""2025-01-16 00:07:01.395748"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""feedback""], ""channel"": ""email"", ""resolution_time_minutes"": 847.0}",39,no,deterministic,clear_yes,"{""threshold"": 28, ""unit"": ""hrs"", ""operator"": "">""}",840.0,
Verify the response was sent under 4 minutes.,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""Can someone help me with the integration setup?"", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I understand, let me look into the integration setup for you."", ""timestamp"": ""2025-01-15 10:08:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Applied workaround. Permanent fix in next release."", ""timestamp"": ""2025-01-15 10:08:25"", ""is_public"": false, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:10:41.916019"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I've escalated the the integration setup matter to our specialist team."", ""timestamp"": ""2025-01-15 10:12:16.803482"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:14:59.325242"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I'll close this ticket. Feel free to reopen if needed."", ""timestamp"": ""2025-01-15 10:15:33.980922"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Checked logs \u2014 issue is on our backend."", ""timestamp"": ""2025-01-15 10:16:00.980922"", ""is_public"": false, ""channel"": ""phone""}], ""tags"": [""bug"", ""billing""], ""channel"": ""phone"", ""resolution_time_minutes"": 15.6}",40,no,deterministic,clear_no,"{""threshold"": 4, ""unit"": ""minutes"", ""operator"": ""<=""}",8.0,
Examine if the response was sent before the 2 min limit.,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""I'm frustrated \u2014 my account login hasn't been resolved."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I can help with that. Let me pull up the details on my account login."", ""timestamp"": ""2025-01-15 10:04:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""That's still not working for me."", ""timestamp"": ""2025-01-15 10:06:39.252836"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I've checked and here's what I found regarding my account login."", ""timestamp"": ""2025-01-15 10:07:59.031027"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:09:37.200192"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [], ""channel"": ""email"", ""resolution_time_minutes"": 9.6}",43,no,deterministic,clear_no,"{""threshold"": 2, ""unit"": ""min"", ""operator"": ""<=""}",4.0,
Inspect if the first reply came under 13 sec.,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""I've been trying to a shipping delay but it's not working."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I see the issue with a shipping delay. Here's what I can do."", ""timestamp"": ""2025-01-15 10:00:12.350000"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""Customer seems frustrated. Priority handling."", ""timestamp"": ""2025-01-15 10:00:41.350000"", ""is_public"": false, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Thank you, that helps."", ""timestamp"": ""2025-01-15 10:05:10.707893"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I've escalated the a shipping delay matter to our specialist team."", ""timestamp"": ""2025-01-15 10:08:11.387612"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""OK, I'll try that."", ""timestamp"": ""2025-01-15 10:12:14.887636"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I've escalated the a shipping delay matter to our specialist team."", ""timestamp"": ""2025-01-15 10:16:14.324892"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:18:43.859563"", ""is_public"": true, ""channel"": ""chat""}], ""tags"": [""feedback"", ""urgent"", ""billing""], ""channel"": ""chat"", ""resolution_time_minutes"": 18.7}",44,yes,deterministic,boundary,"{""threshold"": 13, ""unit"": ""sec"", ""operator"": ""<=""}",0.21,
Log responses that exceeded the 120 sec mark.,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""Can someone help me with API access?"", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I apologize for the inconvenience with API access. Let me investigate."", ""timestamp"": ""2025-01-15 10:04:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Customer confirmed resolution."", ""timestamp"": ""2025-01-15 10:05:00"", ""is_public"": false, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""OK, I'll try that."", ""timestamp"": ""2025-01-15 10:07:28.519422"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Please don't hesitate to reach out if you need more help."", ""timestamp"": ""2025-01-15 10:09:53.306943"", ""is_public"": true, ""channel"": ""phone""}], ""tags"": [""feedback"", ""urgent""], ""channel"": ""phone"", ""resolution_time_minutes"": 9.9}",46,yes,deterministic,clear_no,"{""threshold"": 120, ""unit"": ""sec"", ""operator"": "">""}",4.0,
Did the customer receive a reply within 90 seconds,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""Quick question about the mobile app crash."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I see the issue with the mobile app crash. Here's what I can do."", ""timestamp"": ""2025-01-15 10:00:45"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Thank you, that helps."", ""timestamp"": ""2025-01-15 10:02:22.599334"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""The the mobile app crash issue should now be resolved. Please verify."", ""timestamp"": ""2025-01-15 10:03:54.408926"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Thank you, that helps."", ""timestamp"": ""2025-01-15 10:07:02.932118"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I'll close this ticket. Feel free to reopen if needed."", ""timestamp"": ""2025-01-15 10:12:02.816671"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""urgent"", ""billing"", ""refund""], ""channel"": ""email"", ""resolution_time_minutes"": 12.0}",48,yes,deterministic,clear_yes,"{""threshold"": 90, ""unit"": ""seconds"", ""operator"": ""<=""}",0.75,
Did the agent take longer than 5 min to get back?,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""Hi, I need help with password reset."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I see the issue with password reset. Here's what I can do."", ""timestamp"": ""2025-01-15 10:02:30"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Customer seems frustrated. Priority handling."", ""timestamp"": ""2025-01-15 10:03:06"", ""is_public"": false, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:04:00.669178"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I've escalated the password reset matter to our specialist team."", ""timestamp"": ""2025-01-15 10:08:37.160245"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""OK, I'll try that."", ""timestamp"": ""2025-01-15 10:12:02.041861"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Could you try again? I've updated the password reset settings."", ""timestamp"": ""2025-01-15 10:14:46.603247"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:16:30.427969"", ""is_public"": true, ""channel"": ""phone""}], ""tags"": [""vip""], ""channel"": ""phone"", ""resolution_time_minutes"": 16.5}",51,no,deterministic,clear_yes,"{""threshold"": 5, ""unit"": ""min"", ""operator"": "">""}",2.5,
Did the agent's response arrive in under 18 min?,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""I've been trying to the subscription renewal but it's not working."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I understand, let me look into the subscription renewal for you."", ""timestamp"": ""2025-01-15 10:36:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:37:44.586799"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""Could you try again? I've updated the the subscription renewal settings."", ""timestamp"": ""2025-01-15 10:42:05.278142"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Great, that fixed it!"", ""timestamp"": ""2025-01-15 10:46:47.525208"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I've checked and here's what I found regarding the subscription renewal."", ""timestamp"": ""2025-01-15 10:48:29.661827"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""That's still not working for me."", ""timestamp"": ""2025-01-15 10:50:16.028352"", ""is_public"": true, ""channel"": ""chat""}], ""tags"": [""bug"", ""vip"", ""refund""], ""channel"": ""chat"", ""resolution_time_minutes"": 50.3}",52,no,deterministic,clear_no,"{""threshold"": 18, ""unit"": ""min"", ""operator"": ""<=""}",36.0,
Record whether the customer waited beyond 24 sec.,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""Quick question about a shipping delay."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I understand, let me look into a shipping delay for you."", ""timestamp"": ""2025-01-15 10:00:12"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Could you explain further?"", ""timestamp"": ""2025-01-15 10:04:38.031401"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I've escalated the a shipping delay matter to our specialist team."", ""timestamp"": ""2025-01-15 10:05:34.953559"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""OK, I'll try that."", ""timestamp"": ""2025-01-15 10:06:09.097410"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the a shipping delay issue."", ""timestamp"": ""2025-01-15 10:08:29.791637"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:09:19.995264"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""vip"", ""feedback"", ""billing""], ""channel"": ""email"", ""resolution_time_minutes"": 9.3}",54,no,deterministic,clear_yes,"{""threshold"": 24, ""unit"": ""sec"", ""operator"": "">""}",0.2,
Did the customer end up waiting over 60 sec?,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""Hi, I need help with order cancellation."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I apologize for the inconvenience with order cancellation. Let me investigate."", ""timestamp"": ""2025-01-15 10:00:57"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""Could you explain further?"", ""timestamp"": ""2025-01-15 10:03:03.785102"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Glad I could help. Have a great day!"", ""timestamp"": ""2025-01-15 10:04:13.088947"", ""is_public"": true, ""channel"": ""phone""}], ""tags"": [""billing"", ""feature_request""], ""channel"": ""phone"", ""resolution_time_minutes"": 4.2}",56,no,deterministic,boundary,"{""threshold"": 60, ""unit"": ""sec"", ""operator"": "">""}",0.95,
Did the agent take longer than 30 minutes to get back?,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""Urgent: the billing charge is causing problems for our team."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I see the issue with the billing charge. Here's what I can do."", ""timestamp"": ""2025-01-15 10:15:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Could you explain further?"", ""timestamp"": ""2025-01-15 10:18:34.446337"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the the billing charge issue."", ""timestamp"": ""2025-01-15 10:23:10.910171"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""I appreciate the quick response."", ""timestamp"": ""2025-01-15 10:24:43.601051"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""Could you try again? I've updated the the billing charge settings."", ""timestamp"": ""2025-01-15 10:26:22.174933"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:29:52.221927"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I'll close this ticket. Feel free to reopen if needed."", ""timestamp"": ""2025-01-15 10:32:27.840306"", ""is_public"": true, ""channel"": ""chat""}], ""tags"": [""vip""], ""channel"": ""chat"", ""resolution_time_minutes"": 32.5}",57,no,deterministic,clear_yes,"{""threshold"": 30, ""unit"": ""minutes"", ""operator"": "">""}",15.0,
Did the first reply take less than 16 hrs?,SYMBOLIC_TIME,"{""messages"": [{""role"": ""customer"", ""text"": ""Can someone help me with order cancellation?"", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Let me review your order cancellation situation."", ""timestamp"": ""2025-01-16 01:12:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""That's still not working for me."", ""timestamp"": ""2025-01-16 01:13:21.335637"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the order cancellation issue."", ""timestamp"": ""2025-01-16 01:16:54.332041"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""I appreciate the quick response."", ""timestamp"": ""2025-01-16 01:20:13.959029"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Could you try again? I've updated the order cancellation settings."", ""timestamp"": ""2025-01-16 01:23:38.470993"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Thank you, that helps."", ""timestamp"": ""2025-01-16 01:27:41.395824"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""feature_request""], ""channel"": ""email"", ""resolution_time_minutes"": 927.7}",59,yes,deterministic,boundary,"{""threshold"": 16, ""unit"": ""hrs"", ""operator"": ""<=""}",912.0,
