idx,prompt,category,ground_truth,ground_truth_source,scenario,system_a_binary_answer,system_a_binary_tokens,system_a_binary_latency_ms,system_a_binary_correct,system_a_reject_answer,system_a_reject_tokens,system_a_reject_latency_ms,system_a_reject_correct,gt_tokens,conversation_json,params
20,Was the customer left hanging for more than 300 minutes?,SYMBOLIC_TIME,yes,deterministic,boundary,no,271,0.0,0,no,409,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""I've been trying to the mobile app crash but it's not working."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I see the issue with the mobile app crash. Here's what I can do."", ""timestamp"": ""2025-01-15 14:45:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""That's still not working for me."", ""timestamp"": ""2025-01-15 14:45:39.727597"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the the mobile app crash issue."", ""timestamp"": ""2025-01-15 14:48:47.005180"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Thank you, that helps."", ""timestamp"": ""2025-01-15 14:51:13.047592"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I've checked and here's what I found regarding the mobile app crash."", ""timestamp"": ""2025-01-15 14:53:06.277346"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""OK, I'll try that."", ""timestamp"": ""2025-01-15 14:57:38.986998"", ""is_public"": true, ""channel"": ""chat""}], ""tags"": [], ""channel"": ""chat"", ""resolution_time_minutes"": 297.6}","{""threshold"": 300, ""unit"": ""minutes""}"
21,Was the wait time wirhin accrptable kimits,SYMBOLIC_TIME,yes,deterministic,clear_yes,yes,226,0.0,1,reject,364,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""I've been trying to a shipping delay but it's not working."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I can help with that. Let me pull up the details on a shipping delay."", ""timestamp"": ""2025-01-15 21:30:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""I appreciate the quick response."", ""timestamp"": ""2025-01-15 21:30:36.692318"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I've escalated the a shipping delay matter to our specialist team."", ""timestamp"": ""2025-01-15 21:35:16.303888"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 21:39:22.907376"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""feature_request"", ""vip"", ""complaint""], ""channel"": ""email"", ""resolution_time_minutes"": 699.4}","{""threshold"": 23, ""unit"": ""hrs""}"
22,Was the agent's first message within 22 minutes of the query?,SYMBOLIC_TIME,no,deterministic,clear_no,yes,274,0.0,0,yes,412,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""Hi, I need help with product returns."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I can help with that. Let me pull up the details on product returns."", ""timestamp"": ""2025-01-15 10:44:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Checked logs \u2014 issue is on our backend."", ""timestamp"": ""2025-01-15 10:44:24"", ""is_public"": false, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""Could you explain further?"", ""timestamp"": ""2025-01-15 10:48:10.478384"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the product returns issue."", ""timestamp"": ""2025-01-15 10:50:14.886159"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Checked logs \u2014 issue is on our backend."", ""timestamp"": ""2025-01-15 10:50:40.886159"", ""is_public"": false, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""That's still not working for me."", ""timestamp"": ""2025-01-15 10:52:32.471973"", ""is_public"": true, ""channel"": ""phone""}], ""tags"": [], ""channel"": ""phone"", ""resolution_time_minutes"": 52.5}","{""threshold"": 22, ""unit"": ""minutes""}"
23,Was the 60 seconds response window honored?,SYMBOLIC_TIME,yes,deterministic,boundary,no,186,0.0,0,no,324,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""Quick question about API access."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I understand, let me look into API access for you."", ""timestamp"": ""2025-01-15 10:00:57"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""That's still not working for me."", ""timestamp"": ""2025-01-15 10:01:58.142273"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I'll close this ticket. Feel free to reopen if needed."", ""timestamp"": ""2025-01-15 10:03:16.355583"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""bug"", ""refund""], ""channel"": ""email"", ""resolution_time_minutes"": 3.3}","{""threshold"": 60, ""unit"": ""seconds""}"
24,Assess whether the 8 sec threshold was met.,SYMBOLIC_TIME,yes,deterministic,clear_yes,no,224,0.0,0,reject,362,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""Hello, I'm having an issue with data export."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I can help with that. Let me pull up the details on data export."", ""timestamp"": ""2025-01-15 10:00:06"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Checked logs \u2014 issue is on our backend."", ""timestamp"": ""2025-01-15 10:00:52"", ""is_public"": false, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""I appreciate the quick response."", ""timestamp"": ""2025-01-15 10:01:44.775077"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Please don't hesitate to reach out if you need more help."", ""timestamp"": ""2025-01-15 10:04:12.510606"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""technical"", ""refund""], ""channel"": ""email"", ""resolution_time_minutes"": 4.2}","{""threshold"": 8, ""unit"": ""sec""}"
25,Test whether the reply met the 29 hours requirement.,SYMBOLIC_TIME,no,deterministic,clear_no,no,188,0.0,1,reject,326,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""I'm frustrated \u2014 the integration setup hasn't been resolved."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Let me review your the integration setup situation."", ""timestamp"": ""2025-01-17 20:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Could you explain further?"", ""timestamp"": ""2025-01-17 20:02:20.266085"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Please don't hesitate to reach out if you need more help."", ""timestamp"": ""2025-01-17 20:05:58.512357"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""urgent"", ""escalated""], ""channel"": ""email"", ""resolution_time_minutes"": 3486.0}","{""threshold"": 29, ""unit"": ""hours""}"
26,Did the reply arrive before the 90 sec mark?,SYMBOLIC_TIME,yes,deterministic,boundary,yes,213,0.0,1,yes,351,0.0,1,0,"{""messages"": [{""role"": ""customer"", ""text"": ""I'm frustrated \u2014 data export hasn't been resolved."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I can help with that. Let me pull up the details on data export."", ""timestamp"": ""2025-01-15 10:01:25.500000"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Thank you, that helps."", ""timestamp"": ""2025-01-15 10:04:23.443048"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the data export issue."", ""timestamp"": ""2025-01-15 10:06:15.489284"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Great, that fixed it!"", ""timestamp"": ""2025-01-15 10:08:41.559084"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""feature_request""], ""channel"": ""email"", ""resolution_time_minutes"": 8.7}","{""threshold"": 90, ""unit"": ""sec""}"
27,Did the agent beat the 27 sec deadline?,SYMBOLIC_TIME,yes,deterministic,clear_yes,no,300,0.0,0,reject,438,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""I've been trying to the mobile app crash but it's not working."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Let me review your the mobile app crash situation."", ""timestamp"": ""2025-01-15 10:00:13.500000"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Great, that fixed it!"", ""timestamp"": ""2025-01-15 10:01:06.394795"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""The the mobile app crash issue should now be resolved. Please verify."", ""timestamp"": ""2025-01-15 10:04:35.635331"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:06:36.136160"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the the mobile app crash issue."", ""timestamp"": ""2025-01-15 10:11:23.176069"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""OK, I'll try that."", ""timestamp"": ""2025-01-15 10:14:54.830900"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Please don't hesitate to reach out if you need more help."", ""timestamp"": ""2025-01-15 10:19:02.602882"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""feedback"", ""complaint"", ""feature_request""], ""channel"": ""email"", ""resolution_time_minutes"": 19.0}","{""threshold"": 27, ""unit"": ""sec""}"
28,Determine if first response exceeded 14 minutes.,SYMBOLIC_TIME,no,deterministic,clear_no,no,241,0.0,1,yes,379,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""Urgent: service outage is causing problems for our team."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Let me review your service outage situation."", ""timestamp"": ""2025-01-15 10:28:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Checked logs \u2014 issue is on our backend."", ""timestamp"": ""2025-01-15 10:28:46"", ""is_public"": false, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Could you explain further?"", ""timestamp"": ""2025-01-15 10:31:43.953397"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Please don't hesitate to reach out if you need more help."", ""timestamp"": ""2025-01-15 10:34:27.435233"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Customer seems frustrated. Priority handling."", ""timestamp"": ""2025-01-15 10:34:54.435233"", ""is_public"": false, ""channel"": ""email""}], ""tags"": [], ""channel"": ""email"", ""resolution_time_minutes"": 34.5}","{""threshold"": 14, ""unit"": ""minutes""}"
29,Ensure the 6 minutes target was achieved.,SYMBOLIC_TIME,yes,deterministic,boundary,yes,190,0.0,1,yes,328,0.0,1,0,"{""messages"": [{""role"": ""customer"", ""text"": ""Hi, I need help with service outage."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I see the issue with service outage. Here's what I can do."", ""timestamp"": ""2025-01-15 10:05:42"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-15 10:07:19.283536"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""Please don't hesitate to reach out if you need more help."", ""timestamp"": ""2025-01-15 10:08:22.050358"", ""is_public"": true, ""channel"": ""chat""}], ""tags"": [""bug""], ""channel"": ""chat"", ""resolution_time_minutes"": 8.4}","{""threshold"": 6, ""unit"": ""minutes""}"
30,Did the customer experience a long wait...,SYMBOLIC_TIME,yes,deterministic,clear_yes,no,260,0.0,0,no,398,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""We've noticed an issue with product returns recently."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""Thank you for reaching out. I'll check on product returns right away."", ""timestamp"": ""2025-01-15 10:01:30"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""Could you explain further?"", ""timestamp"": ""2025-01-15 10:05:20.786969"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the product returns issue."", ""timestamp"": ""2025-01-15 10:07:52.305803"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""That's still not working for me."", ""timestamp"": ""2025-01-15 10:12:09.068783"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""The product returns issue should now be resolved. Please verify."", ""timestamp"": ""2025-01-15 10:16:05.838478"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""OK, I'll try that."", ""timestamp"": ""2025-01-15 10:18:46.679673"", ""is_public"": true, ""channel"": ""phone""}], ""tags"": [""feedback"", ""bug""], ""channel"": ""phone"", ""resolution_time_minutes"": 18.8}","{""threshold"": 3, ""unit"": ""min""}"
31,Was the first contact from the agent made within 180 sec?,SYMBOLIC_TIME,no,deterministic,clear_no,yes,241,0.0,0,yes,379,0.0,0,0,"{""messages"": [{""role"": ""customer"", ""text"": ""Quick question about order cancellation."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I see the issue with order cancellation. Here's what I can do."", ""timestamp"": ""2025-01-15 10:06:00"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""OK, I'll try that."", ""timestamp"": ""2025-01-15 10:06:51.755968"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the order cancellation issue."", ""timestamp"": ""2025-01-15 10:08:24.196568"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""customer"", ""text"": ""Thank you, that helps."", ""timestamp"": ""2025-01-15 10:12:04.929736"", ""is_public"": true, ""channel"": ""phone""}, {""role"": ""agent"", ""text"": ""I'll close this ticket. Feel free to reopen if needed."", ""timestamp"": ""2025-01-15 10:14:26.944068"", ""is_public"": true, ""channel"": ""phone""}], ""tags"": [""complaint"", ""escalated""], ""channel"": ""phone"", ""resolution_time_minutes"": 14.4}","{""threshold"": 180, ""unit"": ""sec""}"
32,Was the time to first response shorter than 19 hrs?,SYMBOLIC_TIME,yes,deterministic,boundary,yes,295,0.0,1,yes,433,0.0,1,0,"{""messages"": [{""role"": ""customer"", ""text"": ""Hi, I need help with product returns."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I see the issue with product returns. Here's what I can do."", ""timestamp"": ""2025-01-16 04:03:00"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Thank you, that helps."", ""timestamp"": ""2025-01-16 04:05:12.702878"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""Could you try again? I've updated the product returns settings."", ""timestamp"": ""2025-01-16 04:09:57.243126"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""Is there anything else I should know?"", ""timestamp"": ""2025-01-16 04:13:50.681410"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""I've escalated the product returns matter to our specialist team."", ""timestamp"": ""2025-01-16 04:18:21.424626"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""customer"", ""text"": ""I appreciate the quick response."", ""timestamp"": ""2025-01-16 04:21:16.744179"", ""is_public"": true, ""channel"": ""chat""}, {""role"": ""agent"", ""text"": ""Please don't hesitate to reach out if you need more help."", ""timestamp"": ""2025-01-16 04:24:14.199903"", ""is_public"": true, ""channel"": ""chat""}], ""tags"": [""refund""], ""channel"": ""chat"", ""resolution_time_minutes"": 1104.2}","{""threshold"": 19, ""unit"": ""hrs""}"
33,Examine if the response was sent before the 26 hours limit.,SYMBOLIC_TIME,yes,deterministic,clear_yes,yes,295,0.0,1,yes,433,0.0,1,0,"{""messages"": [{""role"": ""customer"", ""text"": ""Urgent: API access is causing problems for our team."", ""timestamp"": ""2025-01-15 10:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Let me review your API access situation."", ""timestamp"": ""2025-01-15 23:00:00"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""Applied workaround. Permanent fix in next release."", ""timestamp"": ""2025-01-15 23:00:20"", ""is_public"": false, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Great, that fixed it!"", ""timestamp"": ""2025-01-15 23:04:38.276238"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I've escalated the API access matter to our specialist team."", ""timestamp"": ""2025-01-15 23:07:32.489618"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""Thank you, that helps."", ""timestamp"": ""2025-01-15 23:11:01.499552"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""agent"", ""text"": ""I've applied a fix for the API access issue."", ""timestamp"": ""2025-01-15 23:14:25.041957"", ""is_public"": true, ""channel"": ""email""}, {""role"": ""customer"", ""text"": ""That's still not working for me."", ""timestamp"": ""2025-01-15 23:15:44.108794"", ""is_public"": true, ""channel"": ""email""}], ""tags"": [""billing"", ""refund"", ""technical""], ""channel"": ""email"", ""resolution_time_minutes"": 795.7}","{""threshold"": 26, ""unit"": ""hours""}"
